id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer
278,塔防,资源分配,游戏,,hint_like_high,70-90,50,后者范围较广,
877,春节,春节,节日,,exact_match,98-100,100,完全一致,
454,交接,自检,工作,,same_category_mid,60-70,20,语义不同,
897,懊悔,懊悔,感情,,exact_match,98-100,100,完全一致,
994,讲解,做题,学习,,related_mid,45-75,40,同类词（需人工复核）,
947,招聘,面试筛选,工作,,near_synonym_high,80-92,70,答案提示词（需人工复核）,
1010,卫星,烦躁,宇宙,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
815,李白,青莲居士,人物,,alias_synonym_high,85-95,90,人物号,
691,气象,卤味,学科,,nonsense_low,0-20,2,毫无关联,
1115,一字千金,陆游,典故,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
1082,盗贼,鲲鹏,狼人杀,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
352,火锅,咖喱,美食,,same_category_mid,60-70,30,都是吃的，仅此而已,
550,冲茶,挥拳,生活,,cross_category_low,0-30,10,语义不同,
432,对牛弹琴,掩耳盗铃,成语,,same_category_mid,60-70,30,都是成语，但关联度不高,
470,外星人,星球,宇宙,,same_category_mid,60-70,40,都是宇宙相关，但关联度不高,
516,失落,压抑,感情,,same_category_mid,60-70,60,都是负面情绪,
210,策略,排兵布阵,游戏,,hint_like_high,70-90,70,后者属于前者一种,
332,收拾,丢垃圾,生活,,same_category_mid,60-70,70,关联度较高,
260,做实验,器材,学习,,hint_like_high,70-90,80,关联度较高,
7,里程碑,里程碑,工作,,same_answer_exact,95-100,100,完全一样,
920,银河,银河,宇宙,,exact_match,98-100,100,完全一致,
654,化学,狼人,学科,,cross_category_low,0-30,7,二者不搭界,
724,狼骑士,徒劳幻想,狼人杀,,nonsense_low,0-20,2,毫无关联,
1093,喜羊羊,掩耳盗铃,动漫,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
205,追剧,下一集,生活,,hint_like_high,70-90,50,关联度中等,
