id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer
711,父亲节,任务,节日,,nonsense_low,0-20,2,毫无关联,
520,远程,离职,工作,,same_category_mid,60-70,40,都是工作，但关联度不高,
413,圣斗士,龙猫,动漫,,same_category_mid,60-70,50,关联度中等,
47,迈步,迈步,动作,,same_answer_exact,95-100,100,完全一样,
186,工程,土木,学科,,hint_like_high,70-90,90,联想度很高,
157,糖葫芦,冰晶壳,美食,,hint_like_high,70-90,60,外观描述,
31,挥拳,挥拳,动作,,same_answer_exact,95-100,100,完全一样,
787,运动,先定规则,生活,,nonsense_low,0-20,2,毫无关联,
408,网球王子,游戏王,动漫,,same_category_mid,60-70,50,关联度中等,
505,狐妖小红娘,银魂,动漫,,same_category_mid,60-70,50,关联度中等,
738,伸展,下西洋,动作,,nonsense_low,0-20,2,毫无关联,
161,过图,进下关,游戏,,hint_like_high,70-90,60,还是不好猜到,
871,酸辣粉,酸辣粉,美食,,exact_match,98-100,100,完全一致,
362,丢垃圾,通话,生活,,same_category_mid,60-70,10,猜不到的,
550,冲茶,挥拳,生活,,cross_category_low,0-30,10,语义不同,
290,井然有序,叶公好龙,成语,,same_category_mid,60-70,20,二者关联度底,
4,湖畔,湖畔,风景,,same_answer_exact,95-100,100,完全一样,
455,对牛弹琴,画地为牢,成语,,same_category_mid,60-70,30,都是成语，但关联度不高,
153,自驾,路线随定,旅游,,hint_like_high,70-90,40,有关联但是很难联想,
160,泡澡,热水,生活,,hint_like_high,70-90,80,较为接近,
640,酸辣粉,全职猎人,美食,,cross_category_low,0-30,7,二者不搭界,
743,天气之子,弯膝下沉,动漫,,nonsense_low,0-20,2,毫无关联,
905,魔术师,三明治,狼人杀,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
82,压抑,郁结,感情,,hint_like_high,70-90,60,都有抑郁的情感色彩但不完全一样,
463,相柳,西王母,神话,,same_category_mid,60-70,40,都是神话，但关联度不高,
293,理财,洗衣,生活,,same_category_mid,60-70,10,二者完全不搭界,
627,白狼王,鲛人,狼人杀,,cross_category_low,0-30,7,二者不搭界,
860,鞠躬,鞠躬,动作,,exact_match,98-100,100,完全一致,
403,紧张,焦虑,感情,,same_category_mid,60-70,30,语义不同,
333,毛遂自荐,单刀赴会,典故,,same_category_mid,60-70,20,关联度低,
375,白居易,张衡,人物,,same_category_mid,60-70,40,都是历史人物，但关联度不高,
458,溪流,湖泊,风景,,same_category_mid,60-70,30,都是风景，但关联度不高,
250,拓印,石文摹写,文化,,hint_like_high,70-90,80,关联度较高,
615,做梦,火星,生活,,cross_category_low,0-30,7,二者不搭界,
35,感动,感动,情感,,same_answer_exact,95-100,100,完全一样,
930,雪峰,答辩,风景,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
215,油菜花,一片黄,风景,,hint_like_high,70-90,50,后者范围较广,
74,材料,材料,学科,,same_answer_exact,95-100,100,完全一样,
169,计算,代码实现,学科,,hint_like_high,70-90,30,关联度不高,
724,狼骑士,徒劳幻想,狼人杀,,nonsense_low,0-20,2,毫无关联,
103,花鼓,踏步节奏,文化,,hint_like_high,70-90,60,关联度中等,
856,云雾,云雾,风景,,exact_match,98-100,100,完全一致,
418,陈奕迅,李荣浩,歌手,,same_category_mid,60-70,40,都是歌手，但关联度不高,
155,露营,看星星,旅游,,hint_like_high,70-90,60,后者是前者一部分，但不是主体关联,
730,排球少年,熬到很晚,动漫,,nonsense_low,0-20,2,毫无关联,
564,生物,梦魇,学科,,cross_category_low,0-30,7,二者不搭界,
281,失落,伤心,感情,,same_category_mid,60-70,80,词义接近,
454,交接,自检,工作,,same_category_mid,60-70,20,语义不同,
345,悲伤,温馨,感情,,same_category_mid,60-70,30,关联度底,
605,朗读,挤压,学习,,cross_category_low,0-30,7,二者不搭界,
128,复习,翻旧笔记,学习,,hint_like_high,70-90,80,复习包含翻旧笔记,
148,三令五申,反复说明,典故,,hint_like_high,70-90,80,关联度较高,
572,游戏王,农学,动漫,,cross_category_low,0-30,7,二者不搭界,
10,那英,那英,歌手,,same_answer_exact,95-100,100,完全一样,
477,李清照,秦始皇,人物,,same_category_mid,60-70,40,都是历史人物，但关联度不高,
843,视角,视角,游戏,,exact_match,98-100,100,完全一致,
844,滥竽充数,滥竽充数,成语,,exact_match,98-100,100,完全一致,
898,依恋,狼美人,情感,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
932,春节,一箭双雕,节日,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
772,灯谜,泪成珠,文化,,nonsense_low,0-20,2,毫无关联,
48,做作业,做作业,学习,,same_answer_exact,95-100,100,完全一样,
712,霜降,侠客,节日,,nonsense_low,0-20,2,毫无关联,
629,日出,玄鸟,风景,,cross_category_low,0-30,7,二者不搭界,
574,露台,最美的期待,旅游,,cross_category_low,0-30,7,二者不搭界,
407,拍照,免税,旅游,,same_category_mid,60-70,20,语义不同,
686,害怕,起风了,感情,,nonsense_low,0-20,2,毫无关联,
353,风之谷,龙猫,动漫,,same_category_mid,60-70,40,关联度中等,
837,同舟共济,同舟共济,成语,,exact_match,98-100,100,完全一致,
608,新手,丘比特,游戏,,cross_category_low,0-30,7,二者不搭界,
663,拉怪,伸手,游戏,,cross_category_low,0-30,7,二者不搭界,
912,白居易,大公无私,人物,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
494,对牛弹琴,唇亡齿寒,成语,,same_category_mid,60-70,30,都是成语，但关联度不高,
123,杨戬,神将,神话,,hint_like_high,70-90,60,包含关系,
728,抬头,柜台,动作,,nonsense_low,0-20,2,毫无关联,
732,害怕,翻书找页,感情,,nonsense_low,0-20,2,毫无关联,
441,丢垃圾,洗漱,生活,,same_category_mid,60-70,20,语义不同,
262,后退,保持距离,动作,,hint_like_high,70-90,70,后者联想度一般，也可联想成为前进,
27,处暑,处暑,节日,,same_answer_exact,95-100,100,完全一样,
411,看展,坐船,旅游,,same_category_mid,60-70,20,语义不同,
857,贾宝玉,贾宝玉,人物,,exact_match,98-100,100,完全一致,
557,美术,骑士,学科,,cross_category_low,0-30,7,二者不搭界,
667,俯身,午休,动作,,cross_category_low,0-30,7,二者不搭界,
636,果汁,协同,美食,,cross_category_low,0-30,7,二者不搭界,
646,忐忑,战绩,感情,,cross_category_low,0-30,7,二者不搭界,
782,秦时明月,随从群,动漫,,nonsense_low,0-20,2,毫无关联,
575,影子,一字千金,狼人杀,,cross_category_low,0-30,7,二者不搭界,
530,星游记,礁石,动漫,,cross_category_low,0-30,7,二者不搭界,
462,追剧,打扫,生活,,same_category_mid,60-70,20,语义不同,
754,手柄,大禹,游戏,,nonsense_low,0-20,2,毫无关联,
847,应龙,应龙,神话,,exact_match,98-100,100,完全一致,
158,立冬,寒意重,节日,,hint_like_high,70-90,90,关联度较高,
672,悲伤,碑刻,感情,,cross_category_low,0-30,7,二者不搭界,
260,做实验,器材,学习,,hint_like_high,70-90,80,关联度较高,
101,小葱拌豆腐,清清楚楚,歇后语,,hint_like_high,70-90,50,后者非歇后语,
299,苦闷,愤怒,感情,,same_category_mid,60-70,60,情感强度不同,
682,果汁,判定,美食,,nonsense_low,0-20,2,毫无关联,
478,孙悟空,蒲松龄,人物,,same_category_mid,60-70,40,都是历史人物，但关联度不高,
810,火锅,涮锅,美食,,near_synonym_high,90,90,近义称呼,
915,拉怪,地质,游戏,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
914,挥手,果汁,动作,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
604,转机,刺绣,旅游,,cross_category_low,0-30,7,二者不搭界,
740,泥菩萨过,兔子尾巴,歇后语,,nonsense_low,0-20,2,毫无关联,
809,饺子,水饺,美食,,near_synonym_high,85-95,90,同义常用词,
502,女娲,朱雀,神话,,same_category_mid,60-70,60,都是神话，但关联度不高,
913,盗贼,鲲鹏,狼人杀,,hard_negative_low,0-20,2,跨类无关（需人工复核）,
863,读档,读档,游戏,,exact_match,98-100,100,完全一致,
725,植物,无顾虑,学科,,nonsense_low,0-20,2,毫无关联,
239,雷公,神话神,神话,,hint_like_high,70-90,50,后者范围较广,
705,进击的巨人,家常餐,动漫,,nonsense_low,0-20,2,毫无关联,
849,鲲鹏,鲲鹏,神话,,exact_match,98-100,100,完全一致,
349,锦上添花,自相矛盾,成语,,same_category_mid,60-70,20,仅为成语，关联度低,
354,小葱拌豆腐,刻舟求剑,歇后语,,same_category_mid,60-70,30,关联度低,
84,美少女战士,变身,动漫,,hint_like_high,70-90,40,变身只是美少女战士的一个元素,
489,单刀赴会,悬梁刺股,典故,,same_category_mid,60-70,30,都是历史典故，但关联度不高,
397,溪流,冰川,风景,,same_category_mid,60-70,30,都是风景，但关联度不高,
282,大鱼海棠,天空之城,动漫,,same_category_mid,60-70,70,都为动漫,
278,塔防,资源分配,游戏,,hint_like_high,70-90,50,后者范围较广,
832,逻辑,逻辑,学科,,exact_match,98-100,100,完全一致,
805,李白,青莲居士,人物,,alias_synonym_high,85-95,90,人物号,
807,孙悟空,齐天大圣,人物,,alias_synonym_high,90-98,99,同一角色称谓,
555,喜悦,煎饼,情感,,cross_category_low,0-30,7,二者不搭界,
